OBJECTID,PostalCode,TotalVaccinated,VaccinatedAge75Up,VaccinatedAge65To74,VaccinatedAge55To64,VaccinatedAge45To54,VaccinatedAge35To44,VaccinatedAge25To34,VaccinatedAge15To24,VaccinatedAge0To14,StartDate,CreateDate
3975,85201,25567,2048,2614,3679,3695,4026,4942,3766,797,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3976,85037,25818,1013,2047,3522,4542,4323,4415,4714,1242,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3977,85035,24417,922,1759,3161,4169,3983,4326,4759,1338,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3978,85041,33652,1722,3106,5036,5537,5887,5393,5363,1608,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3979,85308,37565,3725,5806,6651,5502,4890,5831,4260,900,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3980,85345,30217,2748,4318,5407,4516,4360,4270,3762,836,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3981,85033,28146,1128,1994,3897,4788,4449,4667,5604,1619,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3982,85009,25119,1155,2129,3717,4296,4004,4022,4524,1272,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3983,85008,30183,1117,2243,4161,4897,5415,6816,4468,1066,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3984,85204,30423,2113,3492,4600,4576,4907,5007,4653,1075,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3985,85032,38159,3335,4978,6213,5783,6464,6124,4204,1058,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3986,85326,33085,2150,4088,4850,5475,5506,5021,4700,1295,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3987,85301,28323,1707,2714,4365,4648,4461,4434,4734,1260,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3988,85282,30857,3084,3143,3850,3485,4553,7466,4670,606,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3989,85225,39882,2418,4373,6435,6513,6706,6819,5284,1334,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3990,85281,36128,1093,1896,2806,2870,4160,11480,11367,456,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3991,85248,28671,7950,6097,4060,3396,2600,1687,2162,719,2021/12/15 23:50:25+00,2021/12/15 23:50:25+00
3992,85190,,,,,,,,,,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
3993,85333,,,,,,,,,,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
3994,85139,4,0,,0,0,,,0,0,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
3995,85343,128,22,18,14,23,22,12,15,,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
3996,85377,2885,902,969,551,161,82,109,89,22,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
3997,85263,3345,1117,1315,703,81,36,42,41,10,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
3998,85322,309,41,53,62,36,38,40,27,12,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
3999,85320,1070,72,72,107,115,192,363,131,18,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4000,85264,941,53,113,161,110,151,124,140,89,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4001,85342,653,139,175,105,76,52,39,46,21,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4002,85375,24101,12400,8162,2532,435,218,183,141,30,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4003,85351,23735,10853,8375,3294,567,267,237,124,18,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4004,85337,1403,127,216,216,196,195,195,177,81,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4005,85262,11309,2189,3617,2813,1117,443,469,519,142,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4006,85266,9594,2422,2603,1920,1032,395,348,643,231,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4007,85363,3770,495,477,539,527,478,434,676,144,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4008,85045,6004,361,655,1261,1167,703,511,952,394,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4009,85361,2864,326,613,596,424,284,220,298,103,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4010,85390,4828,1463,1551,834,334,207,194,186,59,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4011,85256,3713,136,289,450,441,624,681,685,407,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4012,85378,5032,961,1065,745,580,552,504,455,170,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4013,85087,4434,511,940,837,712,477,287,466,204,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4014,85373,12515,4784,3502,1618,796,698,461,461,195,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4015,85034,3320,159,378,427,455,525,779,450,147,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4016,85354,3082,229,478,563,494,385,322,449,162,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4017,85253,13867,2395,2584,2667,1826,1128,1185,1477,605,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4018,85387,10349,2656,2764,1446,1042,812,823,565,241,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4019,85012,8577,577,816,1061,1348,1810,1904,783,278,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4020,85355,6435,423,948,1130,1181,957,628,875,293,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4021,85268,17283,4214,4694,3626,1727,971,774,969,308,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4022,85215,11560,2850,2717,2113,1163,835,869,730,283,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4023,85028,14372,2048,2486,2504,2054,1971,1377,1214,718,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4024,85004,6861,311,521,755,795,1172,2065,1122,120,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4025,85003,6325,332,806,1087,955,1070,1311,569,195,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4026,85284,14451,1231,2440,2598,2108,1926,1614,1674,860,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4027,85258,20199,4548,4221,3371,2338,1982,1686,1444,609,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4028,85250,12302,2153,2162,2028,1431,1577,1732,869,350,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4029,85259,17365,2369,3347,3493,2418,1599,1456,1874,809,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4030,85083,12028,768,1467,2058,2438,1873,966,1631,827,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4031,85007,10148,553,1032,1548,1476,1625,1641,1748,525,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4032,85054,6169,537,842,926,790,945,1494,490,145,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4033,85307,5037,274,522,757,817,761,901,738,267,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4034,85331,19945,2543,3996,4244,3236,1893,1197,1968,868,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4035,85310,11358,1017,1795,2340,1768,1486,1176,1264,512,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4036,85305,9261,629,1006,1418,1520,1356,1584,1342,406,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4037,85249,32096,3710,4005,4549,6465,4252,1989,4637,2489,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4038,85255,35093,5961,6377,6962,5298,3096,2524,3470,1405,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4039,85050,22665,2483,2604,3247,3954,3854,2420,2517,1586,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4040,85085,16904,954,1748,2391,2973,3340,2552,1838,1108,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4041,85381,15431,2134,2410,2702,2049,1875,1924,1749,588,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4042,85013,14908,943,1639,2118,2207,2727,3292,1432,550,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4043,85396,19194,2238,4789,3238,2430,2321,1638,1773,767,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4044,85298,24326,2470,3372,3237,4661,4029,1608,3106,1843,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4045,85374,28728,10086,6953,3460,2314,1838,1734,1831,512,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4046,85086,22483,3052,4030,4127,3699,2422,1492,2692,969,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4047,85208,20029,4171,3853,3040,2411,2054,1942,1883,675,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4048,85024,15614,983,1728,2449,2485,2724,2768,1692,785,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4049,85260,27153,3883,4315,4475,3955,3419,3372,2549,1185,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4050,85304,15293,1617,2484,2654,2188,2009,1824,1867,650,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4051,85014,16288,1083,1776,2297,2348,2917,3603,1649,615,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4052,85020,22177,2791,3283,3708,3253,3249,2969,2012,912,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4053,85395,24234,4516,5080,3372,3228,2836,1863,2211,1128,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4054,85388,15272,1146,1997,2184,2799,2364,1511,2365,906,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4055,85297,19816,1142,1749,2435,3994,3843,1921,3141,1591,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4056,85006,13527,565,1241,1936,2093,2463,2874,1717,638,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4057,85206,22558,5470,4446,3202,2113,2170,2744,1794,619,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4058,85019,14347,708,1150,2027,2405,2186,2196,2621,1054,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4059,85306,12424,1328,1836,2108,1756,1628,1849,1443,476,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4060,85213,20524,2679,3522,3355,2608,2688,2368,2361,943,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4061,85340,20291,1839,2551,3157,3601,2879,2170,2894,1200,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4062,85018,26353,2422,3250,4110,4106,4411,4184,2553,1317,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4063,85335,16887,1144,1906,2303,2632,2724,2622,2622,934,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4064,85209,26502,6110,4881,3469,3114,2821,2789,2435,883,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4065,85257,18849,2297,2468,2834,2264,2676,4095,1710,505,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4066,85205,26146,5280,5807,4572,2680,2648,2490,1971,698,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4067,85254,33448,4067,5394,5784,4787,4766,3696,3246,1708,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4068,85382,25885,4922,4298,3859,3453,2952,2734,2712,955,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4069,85048,24423,1576,3049,4867,4079,3255,2797,3310,1490,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4070,85203,18582,1487,2227,2776,2470,2991,2874,2681,1076,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4071,85040,17698,866,1579,2501,2698,2922,3281,2724,1127,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4072,85044,26531,2500,3825,4463,3836,3879,3840,2876,1312,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4073,85023,19215,1801,2509,2985,2692,3097,2942,2159,1030,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4074,85053,14544,1272,2017,2335,2155,2095,2242,1793,635,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4075,85353,22445,825,1553,2861,3563,4179,3807,3887,1770,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4076,85207,28471,3785,5382,5834,4110,2855,2507,2777,1221,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4077,85031,16953,728,1359,2299,2739,2577,2589,3312,1350,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4078,85286,31482,1377,2659,4292,6109,5870,4005,4575,2595,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4079,85043,18946,545,1261,2360,3217,3356,3333,3425,1449,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4080,85233,23529,1603,2871,4008,3584,3673,3691,2813,1286,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4081,85303,18047,826,1759,2672,3062,2766,2752,3111,1099,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4082,85383,40803,3727,6554,6836,7060,6128,3393,4795,2310,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4083,85339,27379,1176,2330,3745,4749,4864,3995,4351,2169,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4084,85295,27845,1200,2095,3593,5339,5217,4121,4353,1927,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4085,85302,21156,2242,2867,3346,3128,2863,3136,2737,837,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4086,85212,26450,1686,3167,3890,4453,4683,3417,3547,1607,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4087,85226,27986,1662,3040,4748,4186,4510,4741,3496,1603,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4088,85392,21352,1229,2354,3205,3506,3214,3216,3359,1269,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4089,85296,27615,1708,2496,4085,4732,5044,3889,3873,1788,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4090,85016,25302,2159,2957,3624,3486,4243,5557,2399,877,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4091,85021,22127,2245,2604,3334,3236,3604,3140,2761,1203,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4092,85379,24190,1663,2896,3329,4460,3944,2863,3626,1409,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4093,85015,21454,1235,2056,3122,3292,3727,3908,2878,1236,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4094,85051,22584,1561,2224,3471,3698,3550,3538,3308,1234,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4095,85017,19445,765,1385,2521,3281,2969,3028,4170,1326,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4096,85029,23452,2097,2688,3794,3480,3575,3597,3078,1143,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4097,85042,26241,1500,2900,4151,4258,4063,4288,3581,1500,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4098,85027,20131,1333,2419,3133,2900,3625,3874,2007,840,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4099,85202,21767,1678,2569,2988,3003,3508,4393,2665,963,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4100,85210,20411,1059,2088,2993,3010,3364,4053,2906,938,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4101,85323,23416,996,1973,3256,3804,3946,3851,3857,1733,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4102,85022,28597,2910,4386,4879,3857,4074,4433,2879,1179,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4103,85224,29340,2279,3585,4632,4329,4819,5094,3239,1363,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4104,85283,28066,2221,3380,3736,3716,4588,5558,3476,1391,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4105,85251,26603,3204,3272,3825,3277,3855,6090,2443,637,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4106,85234,28623,2118,3386,4765,4575,4392,3829,3964,1594,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4107,85338,35317,2511,5181,5674,5632,5384,4392,4596,1947,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4108,85201,26506,2078,2653,3708,3770,4120,5080,3915,1182,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4109,85037,27171,1031,2096,3597,4656,4402,4586,4909,1894,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4110,85035,25883,947,1806,3238,4279,4110,4497,5037,1969,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4111,85041,35721,1757,3159,5113,5684,6067,5663,5645,2633,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4112,85308,38883,3771,5891,6739,5574,5002,6015,4406,1485,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4113,85345,31278,2773,4357,5470,4582,4477,4431,3892,1296,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4114,85033,29839,1163,2048,3978,4926,4590,4888,5911,2335,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4115,85009,26657,1181,2176,3775,4383,4113,4220,4770,2039,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4116,85008,31516,1146,2307,4234,4990,5554,7046,4653,1586,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4117,85204,31885,2174,3543,4648,4650,5055,5211,4870,1734,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4118,85032,39600,3388,5027,6268,5868,6601,6250,4342,1856,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4119,85326,34483,2204,4124,4893,5577,5637,5174,4903,1971,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4120,85301,29824,1734,2761,4442,4769,4610,4625,4972,1911,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4121,85282,31908,3104,3192,3889,3525,4643,7618,4763,1174,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4122,85225,41796,2469,4440,6539,6686,6888,7051,5509,2214,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4123,85281,37230,1102,1937,2853,2935,4269,11813,11561,760,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4124,85248,29508,7982,6141,4100,3436,2615,1735,2231,1268,2022/01/06 15:58:22+00,2022/01/06 15:58:22+00
4125,85190,,,,,,,,,,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4126,85333,,,,,,,,,,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4127,85139,4,0,,0,0,,,0,0,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4128,85343,128,22,18,14,23,22,12,15,,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4129,85377,2895,905,975,551,163,81,110,88,22,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4130,85263,3358,1122,1320,703,82,37,42,42,10,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4131,85322,313,41,53,62,36,38,40,29,14,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4132,85320,1078,74,72,108,115,194,363,133,19,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4133,85264,958,52,115,161,113,154,125,141,97,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4134,85342,656,140,177,105,77,51,39,46,21,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4135,85375,24150,12444,8160,2535,436,220,184,141,30,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4136,85351,23811,10903,8387,3303,567,270,239,124,18,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4137,85337,1409,127,215,217,199,196,195,179,81,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4138,85262,11351,2198,3623,2825,1118,442,476,523,146,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4139,85266,9619,2435,2602,1926,1031,395,354,645,231,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4140,85363,3808,506,479,546,530,481,438,683,145,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4141,85045,6038,364,655,1266,1170,712,511,962,398,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4142,85361,2877,329,611,598,425,284,223,303,104,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4143,85390,4852,1467,1559,836,335,210,195,189,61,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4144,85256,3734,137,291,450,444,625,683,691,413,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4145,85378,5049,967,1062,748,581,554,505,461,171,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4146,85087,4449,513,942,841,715,478,287,469,204,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4147,85373,12566,4809,3506,1628,792,702,465,463,201,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4148,85034,3344,160,378,431,459,529,781,455,151,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4149,85354,3104,231,478,568,495,386,326,455,165,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4150,85253,13940,2404,2592,2673,1836,1140,1194,1489,612,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4151,85387,10408,2664,2775,1456,1046,821,829,571,246,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4152,85012,8622,587,817,1064,1353,1814,1915,788,284,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4153,85355,6496,429,952,1136,1189,966,630,884,310,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4154,85268,17338,4238,4706,3633,1732,971,775,973,310,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4155,85215,11624,2870,2727,2117,1167,836,876,735,296,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4156,85028,14434,2058,2493,2508,2060,1981,1376,1228,730,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4157,85004,6901,312,527,758,798,1176,2083,1120,127,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4158,85003,6366,333,813,1094,952,1076,1321,572,205,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4159,85284,14515,1237,2456,2600,2109,1925,1622,1687,879,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4160,85258,20272,4572,4234,3369,2344,1994,1689,1445,625,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4161,85250,12336,2159,2168,2030,1434,1584,1734,878,349,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4162,85259,17428,2386,3354,3505,2418,1608,1460,1879,818,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4163,85083,12078,770,1471,2053,2449,1876,973,1650,836,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4164,85007,10272,560,1033,1558,1482,1639,1650,1819,531,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4165,85054,6212,541,850,932,794,951,1503,494,147,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4166,85307,5082,276,523,761,825,765,909,744,279,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4167,85331,20033,2556,4003,4262,3244,1900,1201,1983,884,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4168,85310,11423,1027,1802,2345,1775,1489,1185,1276,524,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4169,85305,9324,630,1007,1422,1521,1361,1603,1353,427,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4170,85249,32272,3733,4005,4569,6492,4256,2009,4669,2539,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4171,85255,35276,6018,6387,6985,5318,3105,2540,3488,1435,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4172,85050,22802,2499,2615,3257,3968,3866,2424,2539,1634,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4173,85085,16983,964,1762,2389,2982,3351,2564,1843,1128,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4174,85381,15535,2149,2417,2707,2062,1893,1942,1764,601,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4175,85013,14990,945,1649,2125,2217,2744,3308,1440,562,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4176,85396,19302,2255,4808,3244,2447,2327,1652,1781,788,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4177,85298,24445,2481,3376,3237,4677,4035,1615,3135,1889,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4178,85374,28846,10125,6957,3464,2327,1846,1761,1842,524,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4179,85086,22592,3067,4038,4140,3711,2435,1505,2713,983,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4180,85208,20112,4184,3860,3052,2415,2063,1952,1900,686,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4181,85024,15724,993,1734,2457,2490,2729,2784,1706,831,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4182,85260,27310,3936,4330,4483,3974,3424,3394,2566,1203,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4183,85304,15384,1625,2495,2658,2199,2022,1837,1885,663,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4184,85014,16391,1090,1778,2314,2350,2936,3623,1682,618,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4185,85020,22299,2807,3283,3723,3263,3258,2989,2034,942,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4186,85395,24344,4541,5087,3386,3239,2839,1885,2220,1147,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4187,85388,15348,1153,2006,2189,2814,2365,1517,2380,924,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4188,85297,19928,1146,1759,2448,4003,3854,1931,3159,1628,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4189,85006,13640,573,1246,1949,2105,2472,2890,1741,664,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4190,85206,22649,5501,4447,3207,2114,2186,2761,1804,629,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4191,85019,14500,711,1164,2043,2425,2196,2214,2645,1102,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4192,85306,12513,1336,1848,2114,1765,1635,1867,1457,491,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4193,85213,20634,2694,3526,3364,2627,2690,2387,2388,958,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4194,85340,20391,1842,2565,3165,3610,2888,2183,2912,1226,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4195,85018,26494,2442,3265,4124,4118,4424,4200,2572,1349,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4196,85335,17031,1154,1910,2313,2647,2741,2637,2653,976,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4197,85209,26615,6142,4882,3480,3121,2829,2803,2454,904,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4198,85257,18921,2314,2480,2838,2267,2676,4113,1713,520,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4199,85205,26251,5296,5812,4587,2687,2664,2510,1975,720,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4200,85254,33646,4097,5404,5802,4798,4788,3716,3261,1780,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4201,85382,26064,4955,4315,3876,3480,2958,2755,2743,982,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4202,85048,24538,1583,3054,4878,4089,3268,2813,3337,1516,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
4203,85203,18715,1493,2233,2790,2497,3013,2894,2695,1100,2022/01/13 20:23:53+00,2022/01/13 20:23:53+00
